Gene,log2FC,pvalue,n_g12d,n_wt,FDR
MKRN2 (23609),-0.04913004770172513,0.7627197629422713,13,38,
MCM6 (4175),-0.042606458647047596,0.8600677457963642,13,38,
REXO2 (25996),-0.21071867207495298,0.3412378754708272,13,38,
RBM7 (10179),-0.12133970344579836,0.47514615107512603,13,38,
RBMS2 (5939),0.8004679174841582,0.016121082104642512,13,38,
BAZ2A (11176),0.17875044649928995,0.5072574062546402,13,38,
PTPN23 (25930),0.20638234771662578,0.3214480466754565,13,38,
MLH1 (4292),0.722408549138112,0.023810314070658662,13,38,
UNG (7374),0.4916494615271665,0.03155341118864278,13,38,
FMO4 (2329),0.08023325336704346,0.6337322616660049,13,38,
KLHL20 (27252),0.2879275257028917,0.17350866788309066,13,38,
RGS11 (8786),-0.4950815428422535,0.13769392151827958,13,38,
SLC46A1 (113235),0.18394211929722282,0.5279472798828104,13,38,
PLXNA2 (5362),0.16428431592138115,0.698104237382501,13,38,
SPAG5 (10615),0.17430743942132487,0.44297076254691214,13,38,
ANKRD13A (88455),0.261947492491057,0.2759988038384874,13,38,
TPD52 (7163),-0.1805851248532715,0.4420768457427816,13,38,
ACACB (32),-0.09151694185253278,0.7585786911630676,13,38,
TRAF4 (9618),0.21552916391793353,0.4647048996030657,13,38,
PAG1 (55824),0.13075790599760828,0.6777784205568058,13,38,
GPATCH1 (55094),-0.06854282275375745,0.6577190295816603,13,38,
ICAM3 (3385),0.3312006155219889,0.07859554538577805,13,38,
NT5C2 (22978),0.09748393779754405,0.6512369783091798,13,38,
MCAM (4162),0.3055169478338464,0.5672723935513977,13,38,
GPC4 (2239),-0.39018943494521174,0.4426993288904274,13,38,
MBNL3 (55796),-0.062458261943320714,0.8507795064350716,13,38,
CAMSAP3 (57662),0.35771163731589883,0.20307135417884503,13,38,
RAP1GAP (5909),-0.07995204160726788,0.8089609177125923,13,38,
XAB2 (56949),0.28961786689604274,0.12132264997041077,13,38,
ARHGEF1 (9138),0.008845976499686437,0.9790931553368869,13,38,
STXBP2 (6813),0.6280993830165587,0.011389519391424035,13,38,
MAP2K7 (5609),0.08169273591878667,0.7771597838412898,13,38,
NMRK2 (27231),-0.017469285171124872,0.5986323952775496,13,38,
DGKD (8527),-0.18717492173826944,0.5772455146290847,13,38,
CTTNBP2 (83992),-0.6751919779983043,0.0030040110067993285,13,38,
ACTL6B (51412),-0.08152401087172935,0.4064534628813443,13,38,
RARB (5915),0.006224341672429745,0.9777429430406008,13,38,
TOP2B (7155),-0.18962306483548463,0.4242385575777653,13,38,
TM9SF3 (56889),-0.11556563066763204,0.4736208785368753,13,38,
NFKB2 (4791),0.22324877984953373,0.5215107971077482,13,38,
UBE2T (29089),0.22232135781788198,0.3192246749379848,13,38,
PPP1R12B (4660),0.48357095954357443,0.15321586575591967,13,38,
DNAJC10 (54431),-0.26308451310435554,0.2599722765511222,13,38,
GTF3C1 (2975),0.1689863582262081,0.43306075202858463,13,38,
IL4R (3566),0.1319662418154781,0.617538376243387,13,38,
USP33 (23032),0.1361497520792767,0.4578183173199548,13,38,
PAK3 (5063),-0.028671834788074484,0.16733102971679412,13,38,
CAPN6 (827),0.38864613131819614,0.5404846131094652,13,38,
DCX (1641),-0.11257579703361979,0.29072679066868784,13,38,
SNRPA (6626),0.029867940434226803,0.796977064892159,13,38,
SPAG6 (9576),-0.15798743808710286,0.11021467948874365,13,38,
EXOSC5 (56915),-0.16719429265366514,0.3381865043277835,13,38,
DYNC1I2 (1781),-0.03310343298831775,0.8302761170794031,13,38,
APBB1IP (54518),-0.09446889354189411,0.05609261029286779,13,38,
LRCH4 (4034),0.49590960937624384,0.1660292991486279,13,38,
FAM76B (143684),-0.12780401407524256,0.6165907688255321,13,38,
SIRT6 (51548),0.19262641688328763,0.5050080696610493,13,38,
TYR (7299),-0.022136927917196597,0.4164882451815608,13,38,
POLD3 (10714),0.15646984822228038,0.5394589252688362,13,38,
ACTN2 (88),-0.02172289355586761,0.47481723755761196,13,38,
CAPZB (832),0.3046599462815731,0.03616735012556888,13,38,
GPR137B (7107),0.12522304123401007,0.7383802933186638,13,38,
NAALAD2 (10003),-0.4168095803412011,0.09112468629758401,13,38,
JADE1 (79960),-0.08436787134683588,0.7482041113068791,13,38,
SLC25A43 (203427),-0.04301291648097072,0.8813763294104646,13,38,
UBE2A (7319),0.13627143961741606,0.4155790833314811,13,38,
FGFR1 (2260),1.1076386188315617,0.08837555114004247,13,38,
FKBP6 (8468),-0.0033867389922840503,0.7985232571193208,13,38,
SMC1B (27127),0.3334370138841527,0.23767134413231156,13,38,
FBLN1 (2192),-0.21393608405830888,0.7336618834097438,13,38,
ITGA8 (8516),-0.02477935394634024,0.031140026604958692,13,38,
CST7 (8530),1.6921657458472286,0.05246410553790087,13,38,
MAP2 (4133),0.7897599630291491,0.1821471207983305,13,38,
PIAS2 (9063),-0.03651801850626191,0.8939881011327924,13,38,
AMPH (273),-0.09059307505042671,0.40878937178462105,13,38,
ARAF (369),0.22068030795967442,0.2306239843602674,13,38,
MCCC1 (56922),0.3296390991274789,0.09532088206723463,13,38,
LAMP3 (27074),0.12081176823793482,0.7827128897749589,13,38,
FAP (2191),-0.21661449201038324,0.3781494632882011,13,38,
NEBL (10529),-0.25154038935885703,0.49554459072979784,13,38,
ACER3 (55331),-0.07052997684504447,0.7423098345401833,13,38,
UBE2K (3093),0.15587590319429978,0.4253107572447322,13,38,
PIK3C3 (5289),-0.05211706588569154,0.8376966050300236,13,38,
N4BP2 (55728),-0.3954299001808004,0.05950220702079073,13,38,
TIGAR (57103),0.1906774791357546,0.5040645604855991,13,38,
TULP3 (7289),0.039012783688484376,0.860556434507912,13,38,
SYNJ2 (8871),0.21054736498882765,0.5034719951338084,13,38,
ADCY2 (108),-0.08372122174374483,0.2660363467280266,13,38,
PPP2R5C (5527),-0.31822451988531864,0.07313542919802624,13,38,
RBFOX1 (54715),-0.16972118592208635,0.12894147653299196,13,38,
GNB1 (2782),0.05797960297069338,0.7488964780034628,13,38,
HOXA9 (3205),0.44606643280299885,0.5879453185871506,13,38,
EDN1 (1906),0.2755821407907031,0.5220211341400618,13,38,
MLLT10 (8028),-0.17880018748969118,0.31975518991733437,13,38,
ZCWPW1 (55063),0.03460934590457154,0.8273588035405905,13,38,
ADCYAP1R1 (117),-0.018081986488893136,0.253576919437165,13,38,
FGF20 (26281),0.3209475364319013,0.3097868575694057,13,38,
P2RY10 (27334),-0.014756928781199146,0.26378377734489555,13,38,
ITM2A (9452),0.7525499759917365,0.210244085686252,13,38,
NRDC (4898),-0.05526809890091311,0.7405167375876187,13,38,
VDAC3 (7419),-0.10614503712884993,0.5459401468643603,13,38,
PCM1 (5108),-0.19377609940464602,0.3988690348862257,13,38,
TNRC6C (57690),-0.055988084859993625,0.8274637255337123,13,38,
CBFA2T2 (9139),0.08039241717762824,0.7434103443487154,13,38,
BRINP1 (1620),0.0010041937679316493,0.9858564994560342,13,38,
ITCH (83737),-0.171157235502581,0.4237428141257429,13,38,
PKD2L2 (27039),-0.015474026187533262,0.3112109129361029,13,38,
TP53INP2 (58476),-0.47110413347437685,0.15369808066775204,13,38,
SDF4 (51150),0.3196697631138514,0.09035924103220014,13,38,
MYH7B (57644),0.18988575585441725,0.5318042853487536,13,38,
BPIFB2 (80341),-0.09306684311071368,0.645942378181769,13,38,
TP73 (7161),-0.3163883945651027,0.2781168788934042,13,38,
TOLLIP (54472),0.07862903870762494,0.7492418151550564,13,38,
UBE2D4 (51619),0.02079795578064081,0.8872745840725922,13,38,
CLUL1 (27098),0.12158799988178881,0.3181481653319028,13,38,
RUNX1T1 (862),-0.031563030373888884,0.28457251672644696,13,38,
CDH17 (1015),0.029177736044380786,0.9785314296376256,13,38,
THOC1 (9984),-0.01393825143564964,0.9599894909568146,13,38,
FKBP7 (51661),-0.2534649282754815,0.4913485375995488,13,38,
OSBPL6 (114880),-0.39323925016998,0.11430949004553767,13,38,
SLC1A3 (6507),0.07553035003344877,0.9017551920442294,13,38,
XRCC5 (7520),-0.17227608019615825,0.06541744318656181,13,38,
LXN (56925),-0.1261953774379152,0.7912959034054501,13,38,
SP140 (11262),0.1678327414871243,0.41791565435262445,13,38,
MKNK1 (8569),0.2715694051066464,0.1601721199489212,13,38,
TNS1 (7145),-0.2958847542495583,0.2604952825961767,13,38,
REXO1 (57455),0.3024197880073114,0.184839804138058,13,38,
SAR1A (56681),0.10658143779484863,0.6373068513384285,13,38,
CDC14A (8556),-0.16231243503920867,0.3420249627939219,13,38,
RAPGEF3 (10411),0.7954940966504103,0.13861592154388486,13,38,
CEACAM1 (634),0.26485598578267444,0.5302522310073966,13,38,
SENP1 (29843),-0.1565313984841863,0.3107818304278138,13,38,
DUSP13 (51207),-0.20369057967359755,0.0982548892148252,13,38,
CIC (23152),0.04098486332906237,0.8804931813724803,13,38,
LIPE (3991),0.11121947639902485,0.7083139016430302,13,38,
FDFT1 (2222),0.4521734451317947,0.13460297596354842,13,38,
PAFAH1B3 (5050),0.11062834392025422,0.5539863516733572,13,38,
OPHN1 (4983),-0.07229770603801278,0.7379835884213877,13,38,
AFM (173),-0.009526660732306857,0.3067118720477396,13,38,
KIF22 (3835),0.034639098383028255,0.8730876031815716,13,38,
SCGN (10590),-0.36623202160677365,0.02198172416789768,13,38,
CARMIL1 (55604),-0.08106609229939066,0.7160082876920175,13,38,
PGM1 (5236),-0.09039896328611086,0.8479027830626318,13,38,
DDX1 (1653),-0.3571657151081551,0.010290044981645608,13,38,
DNM2 (1785),0.21989401974015,0.2866194212058086,13,38,
EPB41L2 (2037),0.23058667496968432,0.5589053441089997,13,38,
RIMS1 (22999),-0.023748964868149654,0.6068456476784632,13,38,
MOXD1 (26002),-0.2517351340774858,0.22153499498854373,13,38,
STX7 (8417),-0.10599127334890479,0.6844163879903391,13,38,
RABL2B (11158),0.3238433649987309,0.24880076136832643,13,38,
KEAP1 (9817),0.19602846009687624,0.18723283215720718,13,38,
DDX43 (55510),-0.1155083492634183,0.7413413114474463,13,38,
PTPRH (5794),-0.16749361647744454,0.7265495824122992,13,38,
DCT (1638),0.03689603939527489,0.6956093814430948,13,38,
SLC35C2 (51006),-0.1943151772842464,0.3372878682921421,13,38,
CRYBG3 (131544),0.3353255784795124,0.1279218670003771,13,38,
EPHA6 (285220),-0.02503337516391496,0.7184833980095822,13,38,
SCTR (6344),-0.03270804516075325,0.44738048303796174,13,38,
RFX3 (5991),0.14923926916835661,0.34750600091470674,13,38,
RIF1 (55183),-0.1782045716848395,0.4029005311187993,13,38,
RAB21 (23011),-0.007145263833266746,0.9703234925205004,13,38,
SLC4A4 (8671),-0.21777793060563472,0.41687935254180863,13,38,
SMARCA2 (6595),0.02224709450958784,0.9421115163382827,13,38,
RDH8 (50700),-8.369795180656649e-05,0.995421218027035,13,38,
SESN1 (27244),-0.005282989825717621,0.9883501857502203,13,38,
MID2 (11043),0.2666955935536153,0.4050104020931582,13,38,
DNAAF6 (139212),0.003093259528132313,0.8078266672277222,13,38,
COL5A3 (50509),-0.07301304095539228,0.18795641886071465,13,38,
SRCAP (10847),0.18042482120540404,0.6821206455442665,13,38,
PUM3 (9933),-0.26007138862372603,0.09680211778040398,13,38,
CPB2 (1361),-0.035876446586293874,0.05394633924539384,13,38,
CHRNA3 (1136),-0.10366265720848455,0.4979403616160285,13,38,
KCNN2 (3781),-0.14906588316797387,0.3299734904982108,13,38,
CNOT4 (4850),0.01783380339348062,0.8863932740637692,13,38,
PSEN1 (5663),0.128723671743316,0.4269564271387507,13,38,
CPOX (1371),0.13796147802677616,0.49809198122321374,13,38,
CLDND1 (56650),-0.015839059584483728,0.9434058685370286,13,38,
MOK (5891),0.9005673667097063,0.011666610208949506,13,38,
HSP90AA1 (3320),0.04019663780119309,0.8072618586800009,13,38,
RBL1 (5933),-0.1460608261664813,0.4832006562681115,13,38,
DLGAP4 (22839),0.09026933157169559,0.7074792869448949,13,38,
IGSF9B (22997),-0.42619377482067844,0.2243766836560927,13,38,
CFHR2 (3080),-0.0043025982179705135,0.32380587235541813,13,38,
NDC80 (10403),-0.16578811659318404,0.4497680259229043,13,38,
AP4E1 (23431),-0.20393440181363598,0.2853792082328598,13,38,
RSBN1 (54665),0.09927391791290052,0.4742410249653535,13,38,
MAGI3 (260425),-0.17966023330971614,0.32737522480411907,13,38,
CXCL2 (2920),-0.28705588130939796,0.6291787643636387,13,38,
AFP (174),-0.39755012303782017,0.08911564922110982,13,38,
COL4A4 (1286),-0.012330066995836692,0.8945406483277669,13,38,
TCF7 (6932),0.3744414834560663,0.29883254092209194,13,38,
OSTM1 (28962),-0.4036927552448657,0.026974688157204385,13,38,
CDH7 (1005),0.09857174837775382,0.3268132341854253,13,38,
IMPG2 (50939),0.016945475223337052,0.40029894586366765,13,38,
PCNP (57092),-0.10313785490735317,0.4192724484500261,13,38,
EXD2 (55218),0.09117623283350662,0.6667032556679888,13,38,
ARG2 (384),-0.44922642148569913,0.14697655917723018,13,38,
MEF2C (4208),0.28311089231448183,0.43105729295510176,13,38,
PTPRC (5788),-0.1272259715916245,0.2004490364222447,13,38,
CACNA1S (779),-0.023062948843608617,0.4580306839014672,13,38,
PKP1 (5317),-0.08487851807580316,0.7665971862327104,13,38,
UBA5 (79876),-0.0376276999355305,0.8500326790376972,13,38,
STK17B (9262),-0.34664273048622674,0.05971675669360411,13,38,
CDC14B (8555),0.0337260362590186,0.8534392172617211,13,38,
ZNF510 (22869),0.13228932827087658,0.3676553674270904,13,38,
LRP2 (4036),-0.2443302901672479,0.5098514406552932,13,38,
ZNF506 (440515),-0.9622440406490633,0.015048362939975435,13,38,
JMJD4 (65094),0.41535102008376157,0.06570806356033644,13,38,
DUSP12 (11266),0.0982292029476648,0.5131714668849201,13,38,
AACS (65985),0.141289781545197,0.3991544012273569,13,38,
DELE1 (9812),0.24511164399198648,0.11698923262636765,13,38,
SLC13A1 (6561),-0.01793342224162525,0.40554573113669623,13,38,
CADPS2 (93664),0.23046482525010958,0.6395857889225869,13,38,
PCDHB4 (56131),0.00479634001775954,0.9396325111434523,13,38,
PCDHA6 (56142),-0.06250476301534305,0.02615795527950653,13,38,
PCDHGA2 (56113),-0.04650575135581765,0.3172898582739653,13,38,
HSPB11 (51668),0.24140934693935545,0.2460878367400446,13,38,
PHLPP1 (23239),0.2594648108904205,0.3799530084454056,13,38,
ATP8B1 (5205),0.278595770975695,0.48990895740621354,13,38,
IL12RB2 (3595),0.12743959872892127,0.5549739655934189,13,38,
SMARCD3 (6604),-0.2742527676981932,0.5440897150310559,13,38,
WDR70 (55100),-0.12557785888001982,0.39419416477094815,13,38,
FYB1 (2533),-0.07972768099124238,0.3973567522706385,13,38,
MPP4 (58538),-0.24250013393950742,0.21247074754215764,13,38,
STRADB (55437),-0.4686788617854547,0.019687346018775424,13,38,
BZW1 (9689),-0.3526484958822431,0.05089107853015989,13,38,
PGR (5241),-0.0045363283238234325,0.1122082414563565,13,38,
C1QTNF3 (114899),0.07638813268963673,0.7649395244366279,13,38,
ME2 (4200),0.19064601379205204,0.6446523541012157,13,38,
C5orf22 (55322),0.01878370832520382,0.8917537010195609,13,38,
CCNT2 (905),-0.18869428909382524,0.35420821435477556,13,38,
FAM135A (57579),-0.20413655039366452,0.5046470778127956,13,38,
COL19A1 (1310),-0.05572786711171843,0.09191952652823338,13,38,
EPB41L3 (23136),-0.9921211987554561,0.0005804360111102954,13,38,
COBLL1 (22837),-0.27814571224749507,0.5076420265043262,13,38,
DLG3 (1741),0.37820586134643897,0.18805133121998574,13,38,
KCNK2 (3776),-0.1799020457467257,0.07850210738998081,13,38,
SERTAD4 (56256),0.6357870573591846,0.116613507110117,13,38,
TRAF5 (7188),-0.2817135383773173,0.573357423532928,13,38,
MRPL22 (29093),-0.19081679182760425,0.16974792171071493,13,38,
GEMIN5 (25929),0.314629752268738,0.08734120007667195,13,38,
OPRK1 (4986),-0.021662289205007932,0.5228293010402496,13,38,
NFE2L1 (4779),-0.054891237423753125,0.8339453586154938,13,38,
SEMA5B (54437),-0.01750297114790536,0.6780092461536845,13,38,
GSK3B (2932),0.16406746411506656,0.4983768858006208,13,38,
ITGB5 (3693),0.3078682894598792,0.3440964967482594,13,38,
ERC1 (23085),-0.06865971669324766,0.7978733594826612,13,38,
XPO1 (7514),-0.16773288106441608,0.1592958306369651,13,38,
RNF13 (11342),-0.06209798913577558,0.69863822294208,13,38,
TRPM3 (80036),-0.0877775818987067,0.19476794581607132,13,38,
PALB2 (79728),0.07626816844465178,0.5647494339313461,13,38,
DOP1A (23033),-0.09699057305819236,0.7163932107481239,13,38,
LYRM2 (57226),-0.4098557039093933,0.04233942452425354,13,38,
BCKDHB (594),0.24062046257850156,0.43975480783539134,13,38,
KAT6A (7994),-0.09350408441680225,0.6940697102520608,13,38,
TUT7 (79670),0.16380298877868027,0.4228087050760133,13,38,
ULK2 (9706),0.36807245783893583,0.3539592875866757,13,38,
GRHL2 (79977),0.31539020176722454,0.34972960576513945,13,38,
TNPO1 (3842),0.01664393744042325,0.9060314783063681,13,38,
PLOD1 (5351),0.16812027984522793,0.5493864764245386,13,38,
P2RX5 (5026),-0.34507080335424045,0.3733624300280636,13,38,
ITGAE (3682),-0.1021430860814867,0.6592392394231198,13,38,
DIS3 (22894),-0.06040420353712239,0.7478689915702168,13,38,
PIBF1 (10464),-0.22698839849110852,0.22788437251340848,13,38,
TDRD3 (81550),-0.040239132133625954,0.8384388276774388,13,38,
NUFIP1 (26747),-0.17798104682762927,0.20146501607761003,13,38,
PDS5B (23047),-0.24353585710334702,0.35751818129390567,13,38,
OXCT1 (5019),-0.11718217759547356,0.8071499467179738,13,38,
RRAGB (10325),0.05721760844834023,0.8278772705159094,13,38,
EPYC (1833),-0.009721119993331221,0.11830501682858449,13,38,
CYLD (1540),-0.14157262057428177,0.4737246471836163,13,38,
SLC27A5 (10998),0.6137285751362835,0.17127663028613896,13,38,
ZNF324 (25799),0.03616958309425833,0.8381027543652431,13,38,
ZNF671 (79891),-0.04874150365244745,0.6202773443759988,13,38,
ZNF416 (55659),-0.2075706226686702,0.35975586014872807,13,38,
ZNF586 (54807),-0.5443850183694858,0.08771509283803594,13,38,
ZNF446 (55663),0.08621790443599808,0.6778320140529304,13,38,
ZNF264 (9422),-0.5320885084274538,0.12211006179161989,13,38,
RPS5 (6193),-0.267139966633378,0.06073379567381299,13,38,
FAT1 (2195),0.5899017822155539,0.11537302346136484,13,38,
YTHDC1 (91746),0.1727339990383827,0.3636095377553361,13,38,
CHMP2B (25978),-0.06539799407296432,0.7064812217551182,13,38,
SMAP2 (64744),-0.030986936181241376,0.8584458956219259,13,38,
PPIE (10450),0.12003061508852397,0.456686811629912,13,38,
ZMPSTE24 (10269),0.24011659024335685,0.09087996737987132,13,38,
STARD7 (56910),-0.15025839570016686,0.2800171775112917,13,38,
NOA1 (84273),0.3220367292461592,0.06569413134397335,13,38,
REST (5978),0.22898841630679723,0.23822191861035172,13,38,
HAL (3034),0.194873570301818,0.23889214518175583,13,38,
SSH1 (54434),0.265366310796316,0.2558881856485925,13,38,
GSTP1 (2950),0.5967602257302396,0.10895500293117932,13,38,
APLP2 (334),0.2961019137243941,0.35913486001388495,13,38,
FAM234B (57613),-0.08751685541236354,0.7700382563106805,13,38,
SLCO1A2 (6579),-0.09793379608251768,0.6410467090815106,13,38,
WBP11 (51729),-0.11397956814886623,0.46001710930461426,13,38,
EIF3I (8668),0.17284581722899794,0.13354282535407627,13,38,
NKAIN1 (79570),-0.2576450798803546,0.08548057822261863,13,38,
COL16A1 (1307),0.44926280763383697,0.269895725733558,13,38,
TXLNA (200081),0.20457496976548217,0.3452340899078181,13,38,
APOB (338),-0.08919504351805013,0.7105180780030345,13,38,
NCOA1 (8648),-0.21935481355533648,0.36376823721983176,13,38,
AGBL5 (60509),0.1254157997091392,0.5965906908912724,13,38,
EFR3B (22979),0.08562222534902841,0.646306869898772,13,38,
KIF3C (3797),0.11504017831821978,0.7298993333212542,13,38,
RAB10 (10890),-0.27180643380812963,0.09844754676571636,13,38,
GCKR (2646),-0.0712250557963724,0.5745373592996321,13,38,
HADHA (3030),-0.09776076930114996,0.4890528933695757,13,38,
MAPRE3 (22924),0.25402167434885126,0.4000084670803886,13,38,
CAD (790),0.11240109040891255,0.6606042228035278,13,38,
CD59 (966),0.29253837742321487,0.34753898219071855,13,38,
CD82 (3732),1.1689999390952486,0.03503634194620849,13,38,
BCORL1 (63035),-0.042259427836866204,0.8772563020663521,13,38,
ATRX (546),0.06894694708963556,0.7972882403660376,13,38,
AK6 (102157402),0.05493461607742045,0.7927357676515947,13,38,
FCN1 (2219),-0.0003777708678176316,0.32380587235541847,13,38,
MYNN (55892),-0.1497231888788968,0.3097504906259445,13,38,
MECOM (2122),0.004096081903666171,0.993011684489642,13,38,
SCAMP1 (9522),0.34391862616889135,0.10330465059789092,13,38,
PREP (5550),0.04052010174041332,0.8652946608604284,13,38,
HACE1 (57531),-0.037759024402834296,0.9132660805875674,13,38,
SEH1L (81929),0.02902731591944896,0.8934722059390541,13,38,
WDR47 (22911),0.016024735265883105,0.9276001993222034,13,38,
WDFY1 (57590),-0.2945424820740099,0.13834606251551937,13,38,
OVGP1 (5016),0.16014276077925182,0.4086607014595397,13,38,
SLC25A24 (29957),0.32654173740397496,0.033284036644287314,13,38,
MAP3K4 (4216),0.02221480013861843,0.9336521131897733,13,38,
PILRA (29992),0.27439904891807776,0.32356341338757033,13,38,
IGSF9 (57549),0.796543545551577,0.0847025966188206,13,38,
ABCB1 (5243),-0.07169007602859079,0.9083541289604484,13,38,
ZNF213 (7760),0.14099864517094174,0.47932205503076397,13,38,
AKR1B1 (231),-0.8939688599271269,0.18287910108953265,13,38,
CPNE3 (8895),-0.011374694785105,0.955290408897402,13,38,
RRN3 (54700),-0.1538647632318968,0.2410458364619837,13,38,
CTTN (2017),0.1344691652791985,0.5870099238187603,13,38,
WNT11 (7481),0.03809048168116114,0.9424736064863041,13,38,
MTIF2 (4528),-0.3495157302015306,0.019434033497964784,13,38,
DDHD2 (23259),-0.15423558097596235,0.6373774934171854,13,38,
TTC39A (22996),0.2832622271023264,0.4487178537292478,13,38,
EPS15 (2060),-0.20082517511572862,0.15697588319833533,13,38,
ORC1 (4998),0.1590354749759304,0.5035102482152152,13,38,
MGST2 (4258),0.3309322784760642,0.2681661350022142,13,38,
CHERP (10523),0.004078165961442615,0.9861220453581234,13,38,
ATG16L1 (55054),0.19189439901539362,0.3752435164856176,13,38,
USP40 (55230),0.13953697604392534,0.47181564193733516,13,38,
POMGNT1 (55624),0.2348552127217589,0.19588394928547903,13,38,
RAD54L (8438),0.30089362143635867,0.2901529700203888,13,38,
MAST2 (23139),0.1477100532472857,0.544066447988796,13,38,
DNAJA1 (3301),0.15134665539174108,0.40956012105828643,13,38,
B4GALT1 (2683),0.12299790499975938,0.6811679135606243,13,38,
CHMP5 (51510),0.1439008166253517,0.3663509977266757,13,38,
NFX1 (4799),0.05748935659537846,0.7578438887768532,13,38,
AQP6 (363),0.060383967031972186,0.6170517949156553,13,38,
DIMT1 (27292),0.013160311495192367,0.9356655938955636,13,38,
IPO11 (51194),0.13734064510765442,0.3214257227174708,13,38,
FOLH1 (2346),-0.21640143684668428,0.4724984336683158,13,38,
EIF2AK1 (27102),-0.024472030225608954,0.8621563530841361,13,38,
NME8 (51314),-0.04822435520506605,0.30133211121089093,13,38,
EPDR1 (54749),0.1103978301001809,0.866485875272705,13,38,
SNX10 (29887),-0.28053776460750557,0.40762459448752353,13,38,
SEPHS1 (22929),0.14703520879865195,0.42753905168377315,13,38,
MRPL28 (10573),0.26198124455216387,0.11795891731999991,13,38,
HBQ1 (3049),-0.004553351724341181,0.9855464417457769,13,38,
ITPKC (80271),-0.009069941007771032,0.9693796667538153,13,38,
CEACAM6 (4680),0.47140481001711176,0.5904283521318658,13,38,
FAT2 (2196),-0.16985309081212524,0.2889994975629239,13,38,
RBM22 (55696),0.09282132057037362,0.4460935845090329,13,38,
TMED2 (10959),0.0002583805745492995,0.99855792649355,13,38,
ERO1B (56605),-0.11421510379461441,0.7078670209465256,13,38,
ZFAND6 (54469),-0.14886028168394994,0.368065660675866,13,38,
HSD17B2 (3294),0.03345721901696863,0.9538263157045653,13,38,
TXLNG (55787),-0.1096355487094427,0.5784989008994894,13,38,
PPEF1 (5475),-0.08647422463185434,0.49407490767420115,13,38,
LAT2 (7462),-0.36416758829025,0.2270278332153716,13,38,
HUWE1 (10075),0.04844703037381404,0.8065950573440991,13,38,
ZW10 (9183),-0.06377203678175958,0.7397424346884135,13,38,
ALG9 (79796),0.1507784642637615,0.35937224114011057,13,38,
MYBPC2 (4606),0.007127697390930582,0.9008909428095642,13,38,
NOX4 (50507),-0.08754546840819756,0.21346507214125168,13,38,
ACOX3 (8310),0.3140120535158686,0.14222061435914776,13,38,
MTMR2 (8898),0.041306593555507476,0.8108719256993164,13,38,
PPP1R15A (23645),-0.28643465106025534,0.40418088817381903,13,38,
HSD17B14 (51171),-0.18077720540740083,0.6374318194568335,13,38,
TRIP6 (7205),0.08438197592924279,0.8780287310003967,13,38,
ACHE (43),-0.04996276442296166,0.9023203766688925,13,38,
FTL (2512),-0.7019810495119412,0.03084237602576136,13,38,
SRRT (51593),0.11157514055101103,0.61539354903812,13,38,
BAX (581),0.16335296042410885,0.619781441119043,13,38,
NLK (51701),-0.299158143884124,0.09968891122108928,13,38,
PIGS (94005),0.38446255231045434,0.09358427944288339,13,38,
ADAMTS2 (9509),0.10593782588268341,0.19092349433494088,13,38,
TMPRSS11E (28983),0.513844433839316,0.1723071516811984,13,38,
ATXN7L3 (56970),0.08060812144263263,0.6577263731961178,13,38,
PGS1 (9489),0.06050060655544831,0.8354538797063805,13,38,
PSMC5 (5705),0.05342361611566382,0.7018096767687685,13,38,
UIMC1 (51720),-0.0016487276554748576,0.9939298864148562,13,38,
CETP (1071),-0.007427172542492609,0.8165422002771173,13,38,
MMP2 (4313),-0.44222711637528633,0.2373401986041464,13,38,
MT3 (4504),0.37653499235103016,0.576268553796563,13,38,
LPCAT2 (54947),0.5210280119582484,0.06732969864817377,13,38,
GNAO1 (2775),-0.07503741210488263,0.7479827906479861,13,38,
OGFOD1 (55239),-0.08304120499925371,0.6692096253155789,13,38,
SH3BP2 (6452),0.451510058020379,0.2203167480222998,13,38,
NOP14 (8602),0.13576949890646173,0.4943530952694264,13,38,
ADD1 (118),0.22526101806851617,0.23951981579465992,13,38,
L2HGDH (79944),0.07803972397012737,0.6758042034804292,13,38,
TXNDC16 (57544),0.045627934648823754,0.84899383452763,13,38,
RTRAF (51637),-0.1338647499815746,0.4467131162975013,13,38,
NID2 (22795),0.08774449555200259,0.7066784286534982,13,38,
GMCL1 (64395),-0.07407087858679073,0.712294705893108,13,38,
SF3B2 (10992),0.01691692640150766,0.8937521837584868,13,38,
KLHL42 (57542),0.19619889754838704,0.5091277729098658,13,38,
GNAS (2778),-0.2930122116380609,0.2743198103443314,13,38,
DNM1L (10059),-0.18941155983679714,0.3272228777875511,13,38,
PTHLH (5744),0.3996883969718482,0.40175434285825273,13,38,
PHACTR3 (116154),0.844220194018549,0.08037509537767484,13,38,
ERGIC2 (51290),-0.06199987579170063,0.693873780335708,13,38,
TFAP2C (7022),0.6254272898745001,0.2579081585704614,13,38,
AURKA (6790),-0.1312339128016191,0.5535688648912406,13,38,
CASS4 (57091),-0.025426025392903867,0.7511148353977329,13,38,
PIR (8544),0.31939802848989807,0.2829219744664975,13,38,
AAMDC (28971),-0.3773863309651615,0.08045883092262607,13,38,
RFX2 (5990),-0.08314889513597823,0.7209568460715083,13,38,
METTL2A (339175),0.08499665237492948,0.5416751653521839,13,38,
SULT2B1 (6820),1.1658033786843505,0.009770946528365774,13,38,
